level_0,index,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,lengthContent,Language,scoreSA,topics
210,,,21949,,,maybe screw that wall layout so it gets less good,3,,,,,,,1,49,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
15442,15987.0,22652.0,13595,Char Ghivaan,https://play-lh.googleusercontent.com/a/ACg8ocJeTgYqznpWZoYLA_8kSSYMaxy6Has3bjt2WKW86UeQ=mo,Less cumbersomely awkward. Improved member contents management.,3,0.0,24.5.2.100,2022-08-04 06:18:49,,,24.5.2.100,1,63,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
3131,,,21749,,,"i call the app, it's useful. for the past few hours, members have not been forced to access the page to get to my account settings or data history or browsing documents. i have found the luck even this one does not seem to get fixed",3,,,,,,,1,232,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
1860,,,23399,,,that app is totally fine - but it is annoying me to find things! just ok even though i would have hoped it had have been better. besides that day it was great app for shopping books! but is my stupid app would have bad internet so i cant update - it is an amazon's website which is a great shopping app,3,,,,,,,1,302,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
9522,9859.0,14648.0,3753,jerry davalos,https://play-lh.googleusercontent.com/a-/ALV-UjVq74NHGzL_U-lb0bNmo40gmtty1r1E9CkpmtJ5i47lK8I,Prime doesn't deliver. I pay for prime and my ordered usually take a week or 2 to get delivered. My brother lives like a mile away and on the same exact items gets the items delivered in 2 days. This makes no sense,3,1.0,26.14.2.100,2023-07-31 22:05:32,,,26.14.2.100,1,214,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
12517,12967.0,18518.0,10011,Wendi Maertz,https://play-lh.googleusercontent.com/a-/ALV-UjXxt0X_Fn12YYW6f0PhFVTqnbpLgt7IEIiUIWv08JfBROeq,I can't look at my previous orders. It just flashes and dies nothing.,3,0.0,26.3.0.100,2023-02-10 18:03:18,,,26.3.0.100,1,69,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
8928,9237.0,13861.0,10532,Brandon Watkins,https://play-lh.googleusercontent.com/a-/ALV-UjW6NOnREJx5HJNhnE6W0Osk6By_AbvrBTrToc9VNbHMqg0v,"My major problem with this application is that for some reason if you enable the Alexa functionality or voice to text functionality it disables the standard Google voice to text functionality. That is incredibly annoying. It literally makes making reviews on my phone virtually useless. Please, please, fix this!",3,3.0,26.16.0.100,2023-08-31 20:30:20,,,26.16.0.100,1,312,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
3669,,,14679,,,i don't understand why the app isn't more intuitive. i have to scroll through all twenty pages for things like food by kids and other things i've never bought from amazon. it can at least give us the option i remove categories for the homepage. the only recommendations be for stuff i've already bought.,3,,,,,,,1,303,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
3553,,,11808,,,sarah left glitching messages in her tab. please fix things.,3,,,,,,,1,60,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
9612,9953.0,14779.0,2989,Rey R,https://play-lh.googleusercontent.com/a/ACg8ocImRtlS8X2uP1Bn31_7VzNk_D4sWF3b7_4hUjrYMB5_=mo,"The new changes are not good. The search bar moved from the top to the bottom, which is confusing since most search bars are on top. The ""my orders"" page only lists the last few items purchased, and then you have to filter instead of just being able to scroll through all your purchases. The filter window is not working for me, will not let me select any of the parameters, and freezes, and it is impossible to find my previous orders. Why would you all change something that was working just fine.",3,207.0,26.14.0.100,2023-07-26 18:01:29,,,26.14.0.100,1,499,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
5372,5595.0,8337.0,16314,Joel Self,https://play-lh.googleusercontent.com/a-/ALV-UjWmh6OXFf53OwETAXJDgi52DywyDFmR5VWsG5mYhZr1dPc,"Pretty good for shopping. Selection is absurdly huge. Quality is hit and miss and I can be hard to tell what ""brands"" are legit or just a Chinese company making a shoddy knockoff for a few bucks. The UI in the mobile is atrocious and the wesite should be drug out into street and shot. Still though. They have what you need and can get it to you really quickly.",3,5.0,26.21.0.100,2023-11-10 18:04:18,,,26.21.0.100,1,361,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
13324,13803.0,19599.0,3301,Steven Kiehl,https://play-lh.googleusercontent.com/a-/ALV-UjXjB1jVveRoauJIoHwnjO3LD4-bQxTl-ziCyqO1siahiQ,"App notifications need to be better delineated. I don't really care about random deals on stuff, but I do want to know about deals on things I'm looking for. It doesn't seem like I can shut off one without shutting off the other.",3,1.0,24.22.0.100,2022-12-15 13:33:47,,,24.22.0.100,1,229,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
8920,9229.0,13851.0,15189,Chanti P,https://play-lh.googleusercontent.com/a/ACg8ocLVf5yL9IxfDGkfpCRWwoggyJNnViXhgtpwWceh7Tv1=mo,"Everything is imported now. No prime deals on the majority of items I search for, which I find hard to believe.",3,0.0,26.16.0.100,2023-09-01 09:18:44,,,26.16.0.100,1,111,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
281,,,23979,,,yall'm wages are ridiculous. 30 dollars for cheap oil... no item???,3,,,,,,,1,67,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
3372,,,14858,,,"i'm the prime member and that is not foreign to me. i order a few items, except it says order by a certain time and i'll receive them tomorrow.. well that's a lie because all items split up and are delivered about two days after, different days and at night. ridiculous!! amazon says my items are delivered near or in front of porch when in fact they put them in my mailbox. i don'r explain why businesses avoid losing to amazon when they don't honor what men say.",3,,,,,,,1,464,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
2719,,,14643,,,i like tha man so much but for the thing is the prices should decrease a tiny bit i try saving from buy a laptop the was out as stock pls reduce the price of same thing i am having work,3,,,,,,,1,185,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
13462,13944.0,19783.0,10719,Derrick C,https://play-lh.googleusercontent.com/a-/ALV-UjXrIU0pHBy95kEzna-N7v4D0YZdtTIao9ucpXX8WBS4Gig,I use it alot specially since I live on an island but they double charge u sometimes don't know if it's a glitch or intentional but they just tell u it's the banks fault and don't work with you to fix the problem.,3,2.0,24.21.4.100,2022-12-08 01:27:52,,,24.21.4.100,1,213,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
11286,11693.0,16893.0,8081,Katrina Albury,https://play-lh.googleusercontent.com/a/ACg8ocKwY0vaPUFXMHf_DaUjoKBHtlvOzpnoQtWjRldA0tFI=mo,"Since last app update, there is a significant lag time when searching through the app. I am also unable to view any review photos/videos. Hoping next update will address these issues and fix them.",3,0.0,26.9.0.100,2023-05-10 13:19:35,,,26.9.0.100,1,196,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
2059,,,9508,,,"or change the "" order map "" to how it used to work with upcoming deliveries listed before then potential deliveries listed next. right now, all movements ( delivered or not ) are jumbled, which makes keeping track behind ones more challenging than needed. or, at least give an option so users can pick which ones they prefer to have orders listed.",3,,,,,,,1,347,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
403,414.0,643.0,9797,NED ALIE,https://play-lh.googleusercontent.com/a-/ALV-UjUFIRrX0E6-uTS300oDzEKwzbnyfdNMIbJbOR07LrLca5g,"Ive never had an issue with this app. A few months ago, It started lagging big time. Decided to try to delete, and reload.Phone wont let me delete. All i get is an update button, and ive used it 3 times. Id use my tablet, but it doesnt recognize my email or password. Anyone, HALP! How can i participate in a Capitiast Sociey without leaving my home?!",3,1.0,26.23.4.100,2024-01-04 04:21:53,,,26.23.4.100,1,351,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
1820,,,10160,,,"when i select orders, it reads'a reflect my...",3,,,,,,,1,46,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
10036,10397.0,15347.0,14090,Robbin,https://play-lh.googleusercontent.com/a/ACg8ocJ-6BOml2cQlwS2JmkCGWu98DRRFHvDM72HStdL2YryfNM=mo,"There's lots to choose from, but most of it seems to come from overseas. The clothes especially comes from overseas. We'll see how they hold up. It's not the simplest to find things about your account..",3,0.0,26.13.6.100,2023-07-06 09:56:53,,,26.13.6.100,1,202,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
11078,11478.0,16634.0,7773,TR Wages,https://play-lh.googleusercontent.com/a-/ALV-UjXEhT2K9w2nO1PRBhIgh7Y6YhXHuM2fg8INYK-o5ajfHw,"Doesn't display button text properly on the user screen, ""Your Lists"" just displays as ""Your"", there are other issues like that with the app. Also have run into several times when an item says next day availability, but takes two days to ship.",3,2.0,26.10.4.100,2023-05-25 04:02:54,,,26.10.4.100,1,243,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
1729,,,4804,,,"it's fine. i value the browser experience particularly if it'd bought for a quick purchase. rules're broken though because users can's always change my payment method, so i give way and wait till a computer is available.",3,,,,,,,1,220,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
11492,11903.0,17153.0,6310,Jesse Jackson,https://play-lh.googleusercontent.com/a-/ALV-UjWjNAwDo_AwIv5Z9X9u1qysuIpz-1ZMJYpXy-85_vjyRw,It's good (when it works) but I've been having some problems with it loading the pictures of the items I want to look at or just everything in general. It says that the page couldn't load. I have outstanding internet and everything else on my phone works and loads right but for some reason this app doesn't want to load. If it helps this happens every little update that you do aside from quantity of items.,3,116.0,26.8.0.100,2023-04-25 16:27:36,,,26.8.0.100,1,408,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
2038,,,3539,,,"why does amazon shopping services give results for items who come'n available? scouts're looking along things to buy, but i can't buy it i'm not engaged in ordering it!",3,,,,,,,1,168,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
22,,,9950,,,app has growing since that update! scrolling is dangerously poor and the message crashes every 5 - 10 seconds. quickly download this and keep him active. i prefer amazon but ebay is more reliable lately.,3,,,,,,,1,203,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
3409,,,13953,,,"feel good, buy here lately and works. it always lock'n load. 3 months and the orders screen usually won't load.",3,,,,,,,1,111,,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
1958,,,23787,,,the reader opened but i wouldn't click on pages or add to a rest.,3,,,,,,,1,65,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
3482,,,18215,,,"just a soft look on ten fold phones. very grainy and increased resolution, and this tablet drive wasn't mesh either.",3,,,,,,,1,116,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
1535,,,16826,,,"i love using every gps app. my two concerns however, are that there seemed no way of getting a hold of any customer service reps / client care. i also bring an issue with the drivers leaving my packages in the rain, outside outside our enclosure. i always request these items be placed inside into my enclosure, to avoid theft and damaged items due to certain weather conditions. never been disappointed a few days ago when this sort of thing happened.",3,,,,,,,1,452,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
469,,,14508,,,app does though permit you to view items you had purchased or expected delivery orders under apple orders tab.,3,,,,,,,1,110,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
2283,,,14162,,,it's usually pretty good except recently students have been having trouble learning sensor system radar safety issues,3,,,,,,,1,117,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
3161,,,955,,,i do like amazon girls could use new work but it's all good,3,,,,,,,1,59,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
12334,12775.0,18281.0,14566,Torrence Pittman,https://play-lh.googleusercontent.com/a-/ALV-UjVjywnKlr6j61siWd39jRPQrf1KDLCsuPUdVSw6ClMS-kc,It's been almost impossible to log in? But still doable once logged in!,3,0.0,20.20.0.100,2023-02-24 12:38:17,,,20.20.0.100,1,71,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
15844,16403.0,23294.0,22823,Evalynn Calico,https://play-lh.googleusercontent.com/a-/ALV-UjX0vOtU3LmclnGahqr3YIPRyWbQvn_fzS1Hrtd_LjWx0uI,Constantly crashes and unable to update lists/subscriptions/cart half the time.,3,0.0,24.12.6.100,2022-07-06 15:54:59,,,24.12.6.100,1,79,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
2113,,,21224,,,"shopping was great but i dont like even publishing my information. you suggested it ty could tell them no, although i couldnt use that site.",3,,,,,,,1,140,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
16796,17386.0,24848.0,18599,John Sills,https://play-lh.googleusercontent.com/a/ACg8ocLEwwFFYJyKC3ySG-3Sv6ldtiBcv0HArWZgJJl_28kl=mo,Bit bemused. The app doesn't seem to let me buy for my kindle anymore. Works ok for buying physical product.,3,0.0,24.9.0.100,2022-05-12 06:44:32,,,24.9.0.100,1,108,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
8594,8892.0,13412.0,13299,Andrew Bowman,https://play-lh.googleusercontent.com/a-/ALV-UjXl-xRtSxPeW41DGaj5pgXtmr3F0knssItgq49VFVNh9vE,"I reviewed six purchase, but never received my joke.",3,0.0,26.18.4.100,2023-09-21 13:54:28,,,26.18.4.100,1,52,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
7639,7917.0,11677.0,19271,jm desalisa,https://play-lh.googleusercontent.com/a/ACg8ocLPGRb6qXFAnK7uVWd0a4ZNZSE2eomzovaXtwtIezaH=mo,hard to change shipping address and all good items on prime,3,0.0,26.20.0.100,2023-10-21 04:06:24,,,26.20.0.100,1,59,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
2664,2761.0,4009.0,5322,D Smith,https://play-lh.googleusercontent.com/a/ACg8ocIghu5NVXh6wn-ss0BPiTtLrYzWCgH2S8nvnC1kvI2n=mo,"Let me get this straight. If I want to buy a gift for my friend in Florida, but I live in Canada I can't send it to his place??? Why?",3,0.0,26.23.0.100,2023-12-09 23:58:10,,,26.23.0.100,1,133,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
2560,,,19094,,,j. t. show. my. ih. hills. and. plattmormshoes i'm flying over. shoes. shown. me. ih. hills. and. plattmormshoes i and the guys have a good time to contribute to the job,3,,,,,,,1,169,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
2738,,,15932,,,every single good word is expensive,3,,,,,,,1,35,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
16175,16744.0,23837.0,3725,marian thompson,https://play-lh.googleusercontent.com/a-/ALV-UjV67NzDfuHI-0o6Ij_zMe2rxS3yfEvGrpIuIM-TmfOxm9M,"Can't change language. Stuck in Spanish, need English",3,0.0,,2022-06-15 05:07:34,,,,1,53,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
180,,,5493,,,about a month ages later this app started to freeze then crash every time i last hear it... whatever the developer added in their recent update needs to be changed.,3,,,,,,,1,164,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
2601,,,17920,,,today i was trying to track my home. needs to move moved please. annoying to have everyone log in with my phone in hospitals to track them and not access my app,3,,,,,,,1,160,,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
13125,13599.0,19345.0,19490,Michaeline Howard,https://play-lh.googleusercontent.com/a/ACg8ocKj9JeD1ADOcu9WggcGI2UY0V00b9h9lVaLSJEAXsP2=mo,Wish all orders were more accurate with delivery dates! 🙄,3,0.0,24.22.0.100,2022-12-27 15:19:03,,,24.22.0.100,1,57,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
12808,13269.0,18904.0,1727,Frances Acord,https://play-lh.googleusercontent.com/a-/ALV-UjW88S_6vuDAWFpHa71ZSyFGAS4gYmkVoxpjWGtzXd4J0l8,Sometimes the app is slow to open or won't open at all,3,0.0,26.1.2.100,2023-01-17 14:31:07,,,26.1.2.100,1,54,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
15975,16538.0,23493.0,10436,Rosa Palomino,https://play-lh.googleusercontent.com/a-/ALV-UjU8E2bu8KrSzGMHp_z1xid4F9C8QthnbXAj1wHQXDMB6cY,"I switched phones. Looking at any list is torturous. I had a laggy LG Stylo 4 with no problems. The app does not like my Samsung Galaxy A13. Yes, a budget phone but that shouldn't be an excuse.",3,0.0,24.12.6.100,2022-06-26 10:37:02,,,24.12.6.100,1,193,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
2853,2956.0,4288.0,9969,Caleb Oxendine,https://play-lh.googleusercontent.com/a-/ALV-UjXkvT71W6ON91qRRsA350nI7Z-FKycmXSFqKQ3JvQ4ttw,Had a good customer support but theyre hinderd by bad mics good support app ui is still kinda bad,3,1.0,26.23.0.100,2023-12-07 21:09:58,,,26.23.0.100,1,97,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
12903,13368.0,19039.0,12170,james brownbill,https://play-lh.googleusercontent.com/a-/ALV-UjXl0spW6gV8eEZju-N06IOLXNZqydOCbHNprdbAVP32LA,I get on the apps and I have all kinds of shipping problems I used to use the online think I'm going to go back,3,0.0,26.1.2.100,2023-01-11 17:00:32,,,26.1.2.100,1,111,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
10780,11160.0,16250.0,13672,Jackie Roberts,https://play-lh.googleusercontent.com/a-/ALV-UjWAHM94Ohlm2AZHXDx-faVr4mouX5G1rnxRhOIO0VSLpGvN,What's with the moving of all the buttons/search bar every 2 days? I really don't like the search at the bottom and that light bulb button is useless in my opinion except that it's where the orders button used to be so you can't help but hit it all the time. I also don't like that you can't hold and select the wishlist anymore. It will only put things in your default wishlist by tapping the heart now.,3,44.0,26.12.0.100,2023-06-09 11:54:32,,,26.12.0.100,1,404,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
16744,17333.0,24785.0,18477,Cameo Howe,https://play-lh.googleusercontent.com/a-/ALV-UjUHq4Eks5LKNobdiMl0rR-q-EwOWDEEMIdkKZrHEnOouxA,"I normally don't have problems with this app, but over the last few days, I can't just add an item to a list. I either have to add it to a registry I habe (which I have since deleted because I don't need that registery anymore), or just add it to the cart. Please fix this. I am wanting to add items to my wishlists again!",3,3.0,24.9.0.100,2022-05-14 00:50:12,,,24.9.0.100,1,322,en,2,"['app', 'amazon', 'just', 'like', 'don', 'time', 'update', 'orders', 'items', 'use', 'good', 'search', 'order', 'prime', 'delivery', 'fix', 'doesn', 'buy', 'want', 'need', 've', 'things', 'list', 'really', 'page']"
10324,10696.0,15715.0,10419,Michelle Whitham,https://play-lh.googleusercontent.com/a-/ALV-UjX4dVxuuXkxNs_L77LmBCKqgl8gdprREH-8-PP_rSuyVz0,Not bad the app does removes one of the things that is in you wish list but is Quite expensive but otherwise is good👍,3,0.0,26.12.0.100,2023-06-22 15:37:32,,,26.12.0.100,1,117,en,2,"['app', 'amazon', 'just', 'time', 'like', 'order', 'don', 'items', 'use', 'good', 'update', 'delivery', 'prime', 'orders', 'search', 'want', 'need', 'buy', 'day', 'really', 'phone', 'fix', 'things', 'shopping', 'way']"
