level_0,index,Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,lengthContent,Language,scoreSA,topics
8883,9192.0,13802.0,14461,R,https://play-lh.googleusercontent.com/a/ACg8ocLANGHDXCbSjgyCGQ9M9tO2ngESKszv3Yr0e_v9Oh7Q=mo,"Just wish order history was longer, as I often want to reorder items, but they are too far back in history.",4,0.0,26.17.2.100,2023-09-03 15:21:36,,,26.17.2.100,2,107,en,3,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
8491,8785.0,13239.0,1159,karalaine barrett,https://play-lh.googleusercontent.com/a-/ALV-UjUzgLyY-3jIlCscwZ5mjlgiEXrnhD8V54bkVi03Y39lofo,"Excellent prices, customer support and products, except for foreign products that never fit and cost more than the product to send it back(. Excellent return polies.",5,2.0,26.18.4.100,2023-09-27 08:51:39,,,26.18.4.100,2,165,en,4,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
7684,7962.0,11769.0,18016,Susan Marshall,https://play-lh.googleusercontent.com/a-/ALV-UjUYflPfAJoS3moYpZN6foR7AxIJ-GZk6s_FL5oIuYwOy50,no I do not like to think that the public can see in my Google account,5,0.0,26.19.4.100,2023-10-19 17:33:19,,,26.19.4.100,2,70,en,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
14171,14671.0,20726.0,12107,Jan Ulbrich,https://play-lh.googleusercontent.com/a/ACg8ocJj-fF4om-jikEHTpEmwellhzrYnJJmzxFliehUwAM9=mo,I would like to see a tab for Live streams on the home page for quick access.,4,0.0,24.19.0.100,2022-10-26 09:47:51,,,24.19.0.100,2,77,en,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
2894,,,24043,,,"please just love amazon i feel safe shopping with you... keep up the good work... update on amazon work... been acting kinda strange lately... getting stuck, i have to shut down come back in, make me start all over again, figure out where i left off... i'hate had one problem before.. i would back out of the family photo and it will take be all the way to the beginning so then i have to try or find the gift that i didn't save by putting it in my cart just any case it knocks you out to the beginning help!",4,,,,,,,2,508,,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
15676,16230.0,23025.0,19249,ruaraidh gilbert,https://play-lh.googleusercontent.com/a-/ALV-UjUj02TgXpQiuI1LGK1Pf_bu3gYOBGQvn4Z1m7ZPX3x4Yts,"Overall good app but I don't see why I can't buy kindle books from it, what's the point of the app if your going to force me use the website",4,0.0,24.12.6.100,2022-07-18 22:26:45,,,24.12.6.100,2,140,en,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
7965,8249.0,12287.0,11475,Donna G,https://play-lh.googleusercontent.com/a/ACg8ocKhsyYsrJyty-l5Dv6eHC_6uK6ITPrOHEbIAOjamW5c=mo,"I loved this app, but all these new updates are unnecessary. It's confusing that all of my icons are now at the bottom of the page, especially my cart. I'm used to seeing my cart with my number of items at the top. I'm probably less likely to notice that I have things in my cart now. I don't like that the search bar is now at the bottom of the screen.",4,3.0,26.19.4.100,2023-10-12 00:23:00,,,26.19.4.100,2,353,en,3,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
2954,,,6115,,,[UNK] 1 [UNK] the awesome [UNK] [UNK] the best way for you this get a good price cuz its the best way to keep going [UNK] [UNK] you still make sure that the right hand knows of your man as prince of the immortals,4,,,,,,,2,212,,3,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
16476,17057.0,24343.0,9606,Eric Rybicki,https://play-lh.googleusercontent.com/a-/ALV-UjXZQtVWT_vgezBgaIP_FesDfqsAB92QTr1rhGRuXitEnA,I have no technical issues with this app the only thing keeping it from five stars as they expect you to have a debit or credit card which I do not I am old-school cash only and they treat me like a low-class shopper I can't rate on items unless I have credit cards,4,0.0,24.10.2.100,2022-05-31 18:34:25,,,24.10.2.100,2,265,en,3,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
2859,,,8991,,,"great, better forget who i ordered. no charge.",5,,,,,,,2,46,,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
8957,9267.0,13893.0,8510,wanda scott,https://play-lh.googleusercontent.com/a/ACg8ocIDOu6wgO0nYiqjEyZm0xlcEkdmDqc-SUfgNF7Mh49M=mo,Had to uninstall the update. It wouldn't do anything ones updated. After taking it off worked just fine.,4,0.0,,2023-08-30 17:23:39,,,,2,104,en,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
13407,13886.0,19701.0,21556,Angie,https://play-lh.googleusercontent.com/a-/ALV-UjXl5lnceSblsg-Vace6-WQQzeR5giQGDLgGWjX8Es1obOc,"I genuinely love Amazon, it's a great app! My only problem is that recently every package that I've ordered has came late. I know it's hard to get an exact date, but maybe at least estimate 1 day later then what you thought because I had made plans revolving around when the package doesn't come thw day I was expecting, it throws off my schedule. But I still understand that it's difficult.",4,1.0,24.22.0.100,2022-12-11 16:46:45,,,24.22.0.100,2,391,en,3,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
7421,7693.0,11265.0,14627,Craig Dunham (GingerBear),https://play-lh.googleusercontent.com/a-/ALV-UjU8x7_y-pJ4RAKnMzggKoRBqjZbDCFLTcg5zGHQSZ9mtNQv,"It's the biggest online marketplace. Are there issues from time to time? Sure. But what app doesn't have issues from time to time? You can find a lot of items on here - some great, some not so great - some really good bargains. Be sure to read through the entire listing as sometimes the listing may only include part of what youay be shopping for. Prime can be expensive but if you shop regularly, it can save you in the long run; plus other features of Prime may be included - like Prime video.",4,91.0,26.20.0.100,2023-10-27 15:04:05,,,26.20.0.100,2,496,en,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
552,,,7904,,,i have gotten with let'em go luna plush that one looks amazing like anyone imagined it can be. ( carmen mariposa ),4,,,,,,,2,114,,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
4262,4426.0,6445.0,3939,Darren Leatherman,https://play-lh.googleusercontent.com/a-/ALV-UjX5nek20XpBfRvV68zYcXp2_kszo6vMPm1gzfGZ_JP_IWA,"I'VE """"NEVER"""" GOTTEN ANYTHING THAT I WASN'T EVER SATISFIED WITH 🤗❗ NEVER HADA PROBLEM WITH ANY OF MY ITEMS BEING BROKEN,,, LATE,,, OR DELIVERED TO ANOTHER ADDRESS 👍,,, IT'S EXTREMELY HARD 😡 N PRACTICALY IMPOSSIBLE 🫣 TO FIND ANYONE WITH SUCH GREAT SERVICES LIKE THAT IN THIS FAST PACED N SELFISH WORLD TODAY N I'M PROUD TO BE A MEMBER 🫡❗",5,0.0,26.22.0.100,2023-11-22 14:34:52,,,26.22.0.100,2,337,en,4,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
1381,,,23741,,,the main thing is sometimes i cannot register this app on my iphone and he didn'not know why. it's frustrating.,4,,,,,,,2,111,,3,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
1817,1876.0,2772.0,15836,A.Rahman,https://play-lh.googleusercontent.com/a-/ALV-UjVu1WTGrv8f12oqsgOdYHwGl4PS_Zm-wetwCml0kU9OzXlw,Amazon by far is PERFECT 👌🏽👌🏽👌🏽 ITS THE BEST ACTUALLY 😉😆,5,0.0,26.23.0.100,2023-12-19 00:01:39,,,26.23.0.100,2,56,en,4,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
8030,8315.0,12409.0,21905,Stan Combis playlist,https://play-lh.googleusercontent.com/a/ACg8ocLuxtnkN4m4XjnIErG1xceZQN2nHUtVa-VT54PkGnIH=mo,Hi my name is Stan and I am a Amazonaholic...,5,0.0,26.18.0.100,2023-10-10 21:31:48,,,26.18.0.100,2,45,en,4,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
1327,,,19556,,,great place a shop in at your needs.,5,,,,,,,2,36,,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
13004,13474.0,19182.0,23383,Camoya Condappa,https://play-lh.googleusercontent.com/a-/ALV-UjVsHEpI8zhtIyvD_rEG3ZAdDmTuZUyvhBqKvh1IQT0q_TvC,It would be nice to access my invoices in app. I have to go to the site in my web browser to screenshot or download them. Other than that good app.,4,0.0,24.20.2.100,2023-01-04 02:11:17,,,24.20.2.100,2,147,en,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
973,,,10425,,,the view so wonderful here on temu or man i like [UNK],5,,,,,,,2,54,,4,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
2986,,,2639,,,i love shopping with the app but lately i have begun getting the wrong coordinates on my vehicle and / or flying in shoes and shoes. the product doesn't work as well in the ad and / or it breaks after all next eight uses uses,4,,,,,,,2,225,,3,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
7672,7950.0,11740.0,23012,Lost Traveller,https://play-lh.googleusercontent.com/a-/ALV-UjUNwUCq8fk4cTUNWLJOuM2Zo7aNuS7Cb8Q2Ir6HF8urvA,Convenient way to shop almost anything from personal to electronics. It also gives a wide selection of vendors and prices to choose from.,5,1.0,26.19.4.100,2023-10-20 03:16:44,,,26.19.4.100,2,137,en,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
962,,,18333,,,"works enough with use. has an extra with steering wheels if you switch from and device onto another, and that's just a safety issue.",4,,,,,,,2,132,,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
1546,1593.0,2367.0,14178,Carlos,https://play-lh.googleusercontent.com/a/ACg8ocJFsb9UvtIFULhI98PQiVxcv5yigfzXZlAc0JG6_tQx=mo,"Don't have to say much, If you use it, you already love it, nuff said",5,0.0,26.22.0.100,2023-12-21 20:38:32,,,26.22.0.100,2,69,en,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
2272,,,4650,,,always on time... ever in right condition,5,,,,,,,2,41,,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
9337,9665.0,14402.0,21715,Rose Herbert,https://play-lh.googleusercontent.com/a-/ALV-UjVRtYUtM4YdXGxiWj4lDpG-tqwEBnWSxFROx4WsnPcER4Y,"though inflation has impacted how I shop, I feel safe using Amazon",4,0.0,,2023-08-09 20:09:38,,,,2,66,en,3,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
3296,3412.0,4960.0,23456,Ken Straughter,https://play-lh.googleusercontent.com/a-/ALV-UjUquayiWUHFRxsGhZbamB0BgXbpB-GcmR1PhbINxKLT_t0,i love amazon they have everything i need and want.,5,0.0,26.22.0.100,2023-12-02 22:10:57,,,26.22.0.100,2,51,en,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
981,,,22703,,,bruh i wrote a hole review and it deleted it bc it was bad let me read it. it took been long on me to figure how we use a gift card for amazon and i was on call for 60 nine with customer service its been easier just to use the web site its easier and dosent cost me bc i cant even install the app it take tons of mb but the site dosent it's annoying so i just use site also they keep making my order more the more farther apart from when i wanted suppse to get it and i could do anything abt it bc,4,,,,,,,2,497,,3,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
1947,,,14118,,,several variety of choices needed dependable delivery.,4,,,,,,,2,54,,3,"['choices needed dependable', 'choices needed', 'dependable delivery easy', 'variety choices needed', 'delivery easy order', 'needed dependable', 'prices returns needed', 'variety choices', 'needed dependable delivery', 'order great prices', 'easy order great', 'dependable delivery', 'great prices returns', 'prices returns', 'returns needed', 'order great', 'dependable', 'needed', 'delivery easy', 'choices', 'easy order', 'great prices', 'variety', 'returns', 'prices']"
7019,7282.0,10608.0,514,Athena Layton,https://play-lh.googleusercontent.com/a/ACg8ocKgI5e9dGEJ4FdaP0Sse8nEkw3jl9kwuEc_X6oJBSNW=mo,Love how eady it is to shop with prime.,5,0.0,26.19.4.100,2023-11-04 07:19:39,,,26.19.4.100,2,39,en,4,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
742,,,5278,,,"not a bad thing, just needs each time i remain in the top three tops. thanks for my promotion.",4,,,,,,,2,94,,3,"['just needs', 'remain', 'slow bad option', 'slow bad', 'remain tops thanks', 'tops thanks promotion', 'remain tops', 'remain class thanks', 'remain class', 'promotion great tiny', 'promotion great', 'option just needs', 'tops thanks', 'thanks promotion great', 'needs time remain', 'needs time', 'needs constant', 'needs constant improvements', 'thing just needs', 'just needs time', 'thanks experience', 'thanks promotion', 'improvements remain class', 'tiny bit slow', 'class thanks']"
8553,8849.0,13354.0,10916,Jim Watts,https://play-lh.googleusercontent.com/a-/ALV-UjUd_nJJBWmuI2o7becwWqa2lSWkNRNzzYMsZjeFBGk-vVs,"Very friendly app and easy to use. My only problem was that when I wanted to print an invoice for an order, I had to use the website, but it kept forcing use of the app which cannot accommodate this feature. It was annoying to have to uninstall this app, print the invoice from the website, then reinstall the app. If I had to do this regularly I would have knocked off a free more stars.",4,18.0,26.18.4.100,2023-09-24 17:56:27,,,26.18.4.100,2,388,en,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
15074,15607.0,21979.0,10080,J N,https://play-lh.googleusercontent.com/a-/ALV-UjUrgHxHj6-cMAWSMEzbcobTR3oCtFSyMfsVvhBUQUcSsP8g,Unacceptable to push a prime video ad every single time the app opens.,4,2.0,24.15.2.100,2022-09-02 10:59:49,,,24.15.2.100,2,70,en,3,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
498,,,4572,,,easy and light.. to make a leave out the house,5,,,,,,,2,46,,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
8440,8733.0,13144.0,6616,Eva Perry,https://play-lh.googleusercontent.com/a-/ALV-UjUVchb02RQhD1QVBH1fC7im0Tf_63YLly00kDAdtv5t6Z4,I wish one could send separate orders to separate addresses.,5,0.0,26.18.4.100,2023-09-29 01:03:57,,,26.18.4.100,2,60,en,4,"['separate', 'separate section', 'retained', 'returns separate', 'returns separate section', 'orders retained', 'section', 'separate section containing', 'separate addresses like', 'separate orders separate', 'shopping effortless', 'shopping easy wish', 'separate section price', 'reference shopping', 'section price paid', 'send separate', 'send separate orders', 'separate addresses', 'separate orders', 'section containing', 'section price', 'section containing questions', 'retained shopping easy', 'retained shopping', 'retained reference shopping']"
478,,,19275,,,i just want to see people but i don'way want this he rate them bro so other people have an idea and rate us no one well can some people are going to just sat a on this too fix it 5 like no one would do this,5,,,,,,,2,206,,4,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
118,,,15215,,,would give 5 while having too few lights are fixed one is i can save items if they have a lightening which both is kinda annoying trying to open again and search items again and which's not funny.,4,,,,,,,2,196,,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
2097,,,4592,,,i love shopping with amazon i can get what i want free books chair work is a little rough but that's our way of life at home,5,,,,,,,2,124,,4,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
4215,4379.0,6377.0,5916,Harold Harvey,https://play-lh.googleusercontent.com/a/ACg8ocLiCYly0CttqSCIXwhzznSqqlJWzfIBOzGNKVi8RGVa=mo,they do me really well so far everything I have gotten has been fast and in good shape and ordering is easy and fast,5,0.0,26.17.2.100,2023-11-23 02:29:36,,,26.17.2.100,2,116,en,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
613,,,22387,,,"the best place will house her these least sought items, and best price",5,,,,,,,2,70,,4,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
16,,,13457,,,time track sales. customer service. quick delivery. fast priced service. phenomenal customer service.,5,,,,,,,2,101,,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
8843,9150.0,13754.0,12118,Farook Chowdhury,https://play-lh.googleusercontent.com/a/ACg8ocKEECV8SBdGMe69ZXsewg9nr4VWVxu3Bj5TTjO3wiDL=mo,WORST APP. CHANGING COUNTRY IS NOT AVAILABLE!!! WHAT A WASTE!!! CRASHES EVERYTIME!!!!!,4,0.0,26.17.2.100,2023-09-06 17:28:15,,,26.17.2.100,2,86,en,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
1138,,,19858,,,i use this app everything calls for it past week i haven'n been able to use it which seems very unusual at this time of year or almost to only shop it keeps telling me the app is not good please fix it,5,,,,,,,2,201,,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
1414,1460.0,2182.0,15433,Trista.,https://play-lh.googleusercontent.com/a-/ALV-UjXb0vOalmsQUyxEOhqhEUgre7jrPT1LSg3lsnkx53jf2aQe,I spend way too much time on Amazon. Lol 😁,5,1.0,26.23.4.100,2023-12-23 10:20:06,,,26.23.4.100,2,42,en,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
10976,11363.0,16491.0,3885,M Jay Andersen,https://play-lh.googleusercontent.com/a/ACg8ocIPf3QFMHU3t_e18P7HQmiIG4rpGhoRI6zu2z9KvZ8u=mo,Order was fast and easy .waiting for delivery now thank you.,4,0.0,24.21.4.100,2023-05-30 20:59:17,,,24.21.4.100,2,60,en,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
2042,,,13015,,,thank you for bringing every experience really easy,5,,,,,,,2,51,,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
16191,16760.0,23865.0,15516,Wanda Chitwood,https://play-lh.googleusercontent.com/a/ACg8ocIv_HrVsKlIXxpB38-9D0Vyc2DsP0lEJCkyD2q4sV1H=mo,Customer service is easy to work with,4,0.0,24.10.2.100,2022-06-14 13:30:00,,,24.10.2.100,2,37,en,3,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
5105,5317.0,7886.0,9344,Dwayne McClain,https://play-lh.googleusercontent.com/a-/ALV-UjVmGRX4VwHDWP5vXWK2rqiFxDrwOU7fQ9n7ARTiSdPtLA,Amazon order ship and get to you faster the any other company I've dealt with,5,0.0,26.21.0.100,2023-11-13 23:00:18,,,26.21.0.100,2,77,en,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
10257,10628.0,15623.0,3117,Billy Parker,https://play-lh.googleusercontent.com/a-/ALV-UjVvVtXBf-6-r0NjaVcB8RV89_j6AgAruzysRL6DQSlRIVc,"Does have bugs, but overall a good deal.",4,0.0,26.13.0.100,2023-06-26 12:55:54,,,26.13.0.100,2,40,en,3,"['glitchy', 'works nice lot', 'loading menus great', 'loading menus', 'menus great good', 'menus great', 'needs protection', 'needs protection works', 'nice lot', 'kinda glitchy usable', 'kinda glitchy', 'nice lot security', 'great good needs', 'little slow loading', 'overall good deal', 'protection works', 'protection works nice', 'good needs protection', 'good does bugs', 'quite easy amazingly', 'good deal easy', 'good little slow', 'security checks', 'security checks kinda', 'lot security']"
1399,,,23092,,,"i was amazon, i had always been wild!",5,,,,,,,2,37,,4,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
7909,8193.0,12184.0,23485,Charles Sunderlin,https://play-lh.googleusercontent.com/a/ACg8ocJuu_UYLmt4cFGcNKoqj3PObfi9ylFdMSqKH6UgQpbB=mo,ordering from Amazon is way to easy,5,0.0,26.19.4.100,2023-10-13 13:34:47,,,26.19.4.100,2,35,en,4,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
1115,,,2337,,,something like the life of shipping.,5,,,,,,,2,36,,4,"['app', 'amazon', 'love', 'great', 'need', 'good', 'shopping', 'easy', 'time', 'like', 'just', 'items', 'order', 'use', 'want', 'really', 'service', 'delivery', 'things', 'don', 'shop', 'products', 'search', 'fast', 'prime']"
15831,16390.0,23273.0,8450,David Monroe,https://play-lh.googleusercontent.com/a-/ALV-UjU_VofArCRPBGfGNepCyL1ZZ4PvQxnYjWRcT0D7uQmfJQo,My experience with the app for Amazon is great would recommend to a friend,4,0.0,24.12.6.100,2022-07-07 11:38:25,,,24.12.6.100,2,74,en,3,"['amazon', 'app', 'shopping', 'love', 'great', 'like', 'good', 'delivery', 'time', 'just', 'use', 'items', 'prime', 'easy', 'don', 'service', 'order', 'buy', 'prices', 'love amazon', 'things', 'shop', 've', 'day', 'really']"
